epoch	loss	acc	lr
1	0.932030439376831	0.5	0.1
1	6.800214648246765	0.375	0.1
1	27.926258007685345	0.5	0.1
1	1416.206168115139	0.4375	0.1
1	1221.2267142772675	0.4	0.1
1	1731.633345882098	0.4583333333333333	0.1
1	89042.06965361323	0.42857142857142855	0.1
1	22699135.81094691	0.40625	0.1
1	190762326357.16528	0.3888888888888889	0.1
1	4.522467615915463e+19	0.375	0.1
1	7.960473937261523e+33	0.38636363636363635	0.1
1	nan	0.3958333333333333	0.1
1	nan	0.40384615384615385	0.1
1	nan	0.4107142857142857	0.1
1	nan	0.43333333333333335	0.1
1	nan	0.453125	0.1
1	nan	0.4411764705882353	0.1
1	nan	0.4583333333333333	0.1
1	nan	0.47368421052631576	0.1
1	nan	0.4625	0.1
1	nan	0.4642857142857143	0.1
1	nan	0.4772727272727273	0.1
1	nan	0.4782608695652174	0.1
1	nan	0.4895833333333333	0.1
1	nan	0.48	0.1
1	nan	0.49038461538461536	0.1
1	nan	0.49074074074074076	0.1
1	nan	0.5	0.1
1	nan	0.5	0.1
1	nan	0.5166666666666667	0.1
1	nan	0.5241935483870968	0.1
1	nan	0.53125	0.1
1	nan	0.5378787878787878	0.1
1	nan	0.5441176470588235	0.1
1	nan	0.55	0.1
1	nan	0.5486111111111112	0.1
1	nan	0.5472972972972973	0.1
1	nan	0.5526315789473685	0.1
1	nan	0.5512820512820513	0.1
1	nan	0.54375	0.1
1	nan	0.5365853658536586	0.1
1	nan	0.5357142857142857	0.1
1	nan	0.5348837209302325	0.1
1	nan	0.5340909090909091	0.1
1	nan	0.5277777777777778	0.1
1	nan	0.5217391304347826	0.1
1	nan	0.5159574468085106	0.1
1	nan	0.515625	0.1
1	nan	0.5204081632653061	0.1
1	nan	0.52	0.1
1	nan	0.5147058823529411	0.1
1	nan	0.5192307692307693	0.1
1	nan	0.5235849056603774	0.1
1	nan	0.5231481481481481	0.1
1	nan	0.5272727272727272	0.1
1	nan	0.5267857142857143	0.1
1	nan	0.5263157894736842	0.1
1	nan	0.521551724137931	0.1
1	nan	0.5254237288135594	0.1
1	nan	0.5208333333333334	0.1
1	nan	0.5163934426229508	0.1
1	nan	0.5120967741935484	0.1
1	nan	0.5119047619047619	0.1
1	nan	0.5078125	0.1
1	nan	0.5153846153846153	0.1
1	nan	0.5227272727272727	0.1
1	nan	0.5223880597014925	0.1
1	nan	0.5183823529411765	0.1
1	nan	0.5181159420289855	0.1
1	nan	0.5178571428571429	0.1
1	nan	0.5176056338028169	0.1
1	nan	0.5208333333333334	0.1
1	nan	0.5205479452054794	0.1
1	nan	0.5202702702702703	0.1
1	nan	0.5233333333333333	0.1
1	nan	0.5263157894736842	0.1
1	nan	0.525974025974026	0.1
1	nan	0.5288461538461539	0.1
1	nan	0.5316455696202531	0.1
1	nan	0.528125	0.1
1	nan	0.5277777777777778	0.1
1	nan	0.5274390243902439	0.1
1	nan	0.5301204819277109	0.1
1	nan	0.5297619047619048	0.1
1	nan	0.5323529411764706	0.1
1	nan	0.5319767441860465	0.1
1	nan	0.5316091954022989	0.1
1	nan	0.53125	0.1
1	nan	0.5337078651685393	0.1
1	nan	0.5361111111111111	0.1
1	nan	0.532967032967033	0.1
1	nan	0.532608695652174	0.1
1	nan	0.532258064516129	0.1
1	nan	0.5372340425531915	0.1
1	nan	0.5342105263157895	0.1
1	nan	0.5338541666666666	0.1
1	nan	0.5335051546391752	0.1
1	nan	0.5306122448979592	0.1
1	nan	0.5328282828282829	0.1
1	nan	0.535	0.1
1	nan	0.5346534653465347	0.1
1	nan	0.5367647058823529	0.1
1	nan	0.5364077669902912	0.1
1	nan	0.5336538461538461	0.1
1	nan	0.530952380952381	0.1
1	nan	0.5306603773584906	0.1
1	nan	0.5350467289719626	0.1
1	nan	0.5347222222222222	0.1
1	nan	0.5344036697247706	0.1
1	nan	0.5340909090909091	0.1
1	nan	0.536036036036036	0.1
1	nan	0.5334821428571429	0.1
1	nan	0.5353982300884956	0.1
1	nan	0.5328947368421053	0.1
1	nan	0.532608695652174	0.1
1	nan	0.5344827586206896	0.1
1	nan	0.532051282051282	0.1
1	nan	0.5338983050847458	0.1
1	nan	0.5357142857142857	0.1
1	nan	0.5375	0.1
1	nan	0.5392561983471075	0.1
1	nan	0.5368852459016393	0.1
1	nan	0.5386178861788617	0.1
1	nan	0.5383064516129032	0.1
1	nan	0.538	0.1
1	nan	0.5376984126984127	0.1
1	nan	0.5354330708661418	0.1
1	nan	0.53515625	0.1
1	nan	0.5368217054263565	0.1
1	nan	0.5346153846153846	0.1
1	nan	0.5343511450381679	0.1
1	nan	0.5359848484848485	0.1
1	nan	0.5375939849624061	0.1
1	nan	0.539179104477612	0.1
1	nan	0.5388888888888889	0.1
1	nan	0.5367647058823529	0.1
1	nan	0.5346715328467153	0.1
1	nan	0.5362318840579711	0.1
1	nan	0.5359712230215827	0.1
1	nan	0.5357142857142857	0.1
1	nan	0.5336879432624113	0.1
1	nan	0.5369718309859155	0.1
1	nan	0.5367132867132867	0.1
1	nan	0.5347222222222222	0.1
1	nan	0.5327586206896552	0.1
1	nan	0.5325342465753424	0.1
1	nan	0.532312925170068	0.1
1	nan	0.535472972972973	0.1
1	nan	0.5385906040268457	0.1
1	nan	0.5383333333333333	0.1
1	nan	0.5380794701986755	0.1
1	nan	0.5361842105263158	0.1
1	nan	0.5359477124183006	0.1
1	nan	0.5373376623376623	0.1
1	nan	0.535483870967742	0.1
1	nan	0.5336538461538461	0.1
1	nan	0.5334394904458599	0.1
1	nan	0.5348101265822784	0.1
1	nan	0.5361635220125787	0.1
1	nan	0.5375	0.1
1	nan	0.5357142857142857	0.1
1	nan	0.5385802469135802	0.1
1	nan	0.5383435582822086	0.1
1	nan	0.538109756097561	0.1
1	nan	0.5378787878787878	0.1
1	nan	0.5406626506024096	0.1
1	nan	0.5419161676646707	0.1
1	nan	0.5446428571428571	0.1
1	nan	0.5443786982248521	0.1
1	nan	0.5441176470588235	0.1
1	nan	0.5423976608187134	0.1
1	nan	0.5421511627906976	0.1
1	nan	0.5404624277456648	0.1
1	nan	0.5416666666666666	0.1
1	nan	0.54	0.1
1	nan	0.5411931818181818	0.1
1	nan	0.5409604519774012	0.1
1	nan	0.5393258426966292	0.1
1	nan	0.5405027932960894	0.1
1	nan	0.5402777777777777	0.1
1	nan	0.5400552486187845	0.1
1	nan	0.5398351648351648	0.1
1	nan	0.5396174863387978	0.1
1	nan	0.5394021739130435	0.1
1	nan	0.5405405405405406	0.1
1	nan	0.5416666666666666	0.1
1	nan	0.5427807486631016	0.1
1	nan	0.5425531914893617	0.1
1	nan	0.5423280423280423	0.1
1	nan	0.5434210526315789	0.1
1	nan	0.5445026178010471	0.1
1	nan	0.54296875	0.1
1	nan	0.5427461139896373	0.1
1	nan	0.5412371134020618	0.1
1	nan	0.5397435897435897	0.1
1	nan	0.5395408163265306	0.1
1	nan	0.5393401015228426	0.1
1	nan	0.5391414141414141	0.1
1	nan	0.5389447236180904	0.1
1	nan	0.54125	0.1
1	nan	0.5410447761194029	0.1
1	nan	0.5396039603960396	0.1
1	nan	0.5394088669950738	0.1
1	nan	0.5404411764705882	0.1
2	nan	0.25	0.1
2	nan	0.375	0.1
2	nan	0.3333333333333333	0.1
2	nan	0.375	0.1
2	nan	0.5	0.1
2	nan	0.5416666666666666	0.1
2	nan	0.5357142857142857	0.1
2	nan	0.59375	0.1
2	nan	0.5833333333333334	0.1
2	nan	0.55	0.1
2	nan	0.5227272727272727	0.1
2	nan	0.5208333333333334	0.1
2	nan	0.5192307692307693	0.1
2	nan	0.5357142857142857	0.1
2	nan	0.5333333333333333	0.1
2	nan	0.5625	0.1
2	nan	0.5441176470588235	0.1
2	nan	0.5555555555555556	0.1
2	nan	0.5394736842105263	0.1
2	nan	0.5375	0.1
2	nan	0.5476190476190477	0.1
2	nan	0.5454545454545454	0.1
2	nan	0.5652173913043478	0.1
2	nan	0.5729166666666666	0.1
2	nan	0.58	0.1
2	nan	0.5865384615384616	0.1
2	nan	0.5833333333333334	0.1
2	nan	0.5803571428571429	0.1
2	nan	0.5862068965517241	0.1
2	nan	0.5833333333333334	0.1
2	nan	0.5967741935483871	0.1
2	nan	0.5859375	0.1
2	nan	0.5909090909090909	0.1
2	nan	0.5808823529411765	0.1
2	nan	0.5928571428571429	0.1
2	nan	0.5902777777777778	0.1
2	nan	0.6013513513513513	0.1
