epoch	batch	iter	loss	acc	lr
251	1	51001	1.1129248142242432	0.5	1.0000000000000005e-08
251	2	51002	0.6287393569946289	1.0	1.0000000000000005e-08
251	3	51003	0.8412009477615356	0.5	1.0000000000000005e-08
251	4	51004	0.6282458305358887	1.0	1.0000000000000005e-08
251	5	51005	1.1120365858078003	0.5	1.0000000000000005e-08
251	6	51006	1.4898728132247925	0.25	1.0000000000000005e-08
251	7	51007	0.7348018884658813	0.75	1.0000000000000005e-08
251	8	51008	1.4895567893981934	0.25	1.0000000000000005e-08
251	9	51009	1.111933946609497	0.5	1.0000000000000005e-08
251	10	51010	1.1125166416168213	0.5	1.0000000000000005e-08
251	11	51011	0.7341390252113342	0.75	1.0000000000000005e-08
251	12	51012	1.1115062236785889	0.5	1.0000000000000005e-08
251	13	51013	0.947068989276886	0.25	1.0000000000000005e-08
251	14	51014	0.9471578001976013	0.25	1.0000000000000005e-08
251	15	51015	0.8415716886520386	0.5	1.0000000000000005e-08
251	16	51016	0.8419382572174072	0.5	1.0000000000000005e-08
251	17	51017	0.9467411637306213	0.25	1.0000000000000005e-08
251	18	51018	1.1121904850006104	0.5	1.0000000000000005e-08
251	19	51019	0.7339970469474792	0.75	1.0000000000000005e-08
251	20	51020	1.4899898767471313	0.25	1.0000000000000005e-08
251	21	51021	0.7354238033294678	0.75	1.0000000000000005e-08
251	22	51022	0.7350872159004211	0.75	1.0000000000000005e-08
251	23	51023	0.7336462736129761	0.75	1.0000000000000005e-08
251	24	51024	1.113438606262207	0.5	1.0000000000000005e-08
251	25	51025	1.1119753122329712	0.5	1.0000000000000005e-08
251	26	51026	0.7342090010643005	0.75	1.0000000000000005e-08
251	27	51027	1.2174564599990845	0.25	1.0000000000000005e-08
251	28	51028	0.8419066667556763	0.5	1.0000000000000005e-08
251	29	51029	1.4900288581848145	0.25	1.0000000000000005e-08
251	30	51030	1.1122205257415771	0.5	1.0000000000000005e-08
251	31	51031	1.2183911800384521	0.25	1.0000000000000005e-08
251	32	51032	0.9470441341400146	0.25	1.0000000000000005e-08
251	33	51033	0.7347545623779297	0.75	1.0000000000000005e-08
251	34	51034	0.9463748335838318	0.25	1.0000000000000005e-08
251	35	51035	1.1117314100265503	0.5	1.0000000000000005e-08
251	36	51036	0.8399733304977417	0.5	1.0000000000000005e-08
251	37	51037	0.8408743143081665	0.5	1.0000000000000005e-08
251	38	51038	0.7349417209625244	0.75	1.0000000000000005e-08
251	39	51039	0.8408412933349609	0.5	1.0000000000000005e-08
251	40	51040	1.4900033473968506	0.25	1.0000000000000005e-08
251	41	51041	0.8410069346427917	0.5	1.0000000000000005e-08
251	42	51042	0.6285973191261292	1.0	1.0000000000000005e-08
251	43	51043	0.8412106037139893	0.5	1.0000000000000005e-08
251	44	51044	1.1109483242034912	0.5	1.0000000000000005e-08
251	45	51045	0.73479163646698	0.75	1.0000000000000005e-08
251	46	51046	0.6288161873817444	1.0	1.0000000000000005e-08
251	47	51047	1.1122721433639526	0.5	1.0000000000000005e-08
251	48	51048	1.112499713897705	0.5	1.0000000000000005e-08
251	49	51049	1.2187141180038452	0.25	1.0000000000000005e-08
251	50	51050	1.1118147373199463	0.5	1.0000000000000005e-08
251	51	51051	0.8412685394287109	0.5	1.0000000000000005e-08
251	52	51052	1.111067533493042	0.5	1.0000000000000005e-08
251	53	51053	1.217545986175537	0.25	1.0000000000000005e-08
251	54	51054	0.9469449520111084	0.25	1.0000000000000005e-08
251	55	51055	0.6286832094192505	1.0	1.0000000000000005e-08
251	56	51056	0.7344556450843811	0.75	1.0000000000000005e-08
251	57	51057	0.9476766586303711	0.25	1.0000000000000005e-08
251	58	51058	0.734139084815979	0.75	1.0000000000000005e-08
251	59	51059	1.4898490905761719	0.25	1.0000000000000005e-08
251	60	51060	0.7348594069480896	0.75	1.0000000000000005e-08
251	61	51061	1.112053394317627	0.5	1.0000000000000005e-08
251	62	51062	0.6285871863365173	1.0	1.0000000000000005e-08
251	63	51063	0.7350290417671204	0.75	1.0000000000000005e-08
251	64	51064	0.9465047121047974	0.25	1.0000000000000005e-08
251	65	51065	0.7344222068786621	0.75	1.0000000000000005e-08
251	66	51066	0.7352578639984131	0.75	1.0000000000000005e-08
251	67	51067	1.2182714939117432	0.25	1.0000000000000005e-08
251	68	51068	1.1120917797088623	0.5	1.0000000000000005e-08
251	69	51069	1.1124882698059082	0.5	1.0000000000000005e-08
251	70	51070	1.112306833267212	0.5	1.0000000000000005e-08
251	71	51071	0.7350714802742004	0.75	1.0000000000000005e-08
251	72	51072	1.489725112915039	0.25	1.0000000000000005e-08
251	73	51073	1.4903960227966309	0.25	1.0000000000000005e-08
251	74	51074	1.4906132221221924	0.25	1.0000000000000005e-08
251	75	51075	1.4899367094039917	0.25	1.0000000000000005e-08
251	76	51076	0.9460427761077881	0.25	1.0000000000000005e-08
251	77	51077	0.7348476648330688	0.75	1.0000000000000005e-08
251	78	51078	1.1114768981933594	0.5	1.0000000000000005e-08
251	79	51079	0.6284717917442322	1.0	1.0000000000000005e-08
251	80	51080	0.7349920272827148	0.75	1.0000000000000005e-08
251	81	51081	1.2187674045562744	0.25	1.0000000000000005e-08
251	82	51082	0.8406481146812439	0.5	1.0000000000000005e-08
251	83	51083	0.7349898815155029	0.75	1.0000000000000005e-08
251	84	51084	1.4896364212036133	0.25	1.0000000000000005e-08
251	85	51085	1.217712163925171	0.25	1.0000000000000005e-08
251	86	51086	0.6285445690155029	1.0	1.0000000000000005e-08
251	87	51087	1.2186743021011353	0.25	1.0000000000000005e-08
251	88	51088	1.2174429893493652	0.25	1.0000000000000005e-08
251	89	51089	0.9469844698905945	0.25	1.0000000000000005e-08
251	90	51090	0.9471696615219116	0.25	1.0000000000000005e-08
251	91	51091	0.7338110208511353	0.75	1.0000000000000005e-08
251	92	51092	1.112139344215393	0.5	1.0000000000000005e-08
251	93	51093	1.2178659439086914	0.25	1.0000000000000005e-08
251	94	51094	1.4899613857269287	0.25	1.0000000000000005e-08
251	95	51095	1.4881982803344727	0.25	1.0000000000000005e-08
