epoch	batch	iter	loss	acc	lr
1	1	1	0.8999376893043518	0.75	0.1
1	2	2	6.098575115203857	0.5	0.1
1	3	3	15.076385498046875	0.25	0.1
1	4	4	2.1016392707824707	0.5	0.1
1	5	5	0.4996870756149292	0.75	0.1
1	6	6	0.7588527798652649	0.5	0.1
1	7	7	0.4133097529411316	0.75	0.1
1	8	8	3.2414395809173584	0.75	0.1
1	9	9	2.8332762718200684	0.5	0.1
1	10	10	2.99613881111145	0.5	0.1
1	11	11	7.6185736656188965	0.5	0.1
1	12	12	0.015494029968976974	1.0	0.1
1	13	13	10.906840324401855	0.5	0.1
1	14	14	4.80764102935791	0.25	0.1
1	15	15	2.819692611694336	0.5	0.1
1	16	16	7.429776191711426	0.25	0.1
1	17	17	1.3064841032028198	0.75	0.1
1	18	18	16.956924438476562	0.25	0.1
1	19	19	2.8332042694091797	0.75	0.1
1	20	20	3.744741916656494	0.5	0.1
1	21	21	4.374832630157471	0.5	0.1
1	22	22	5.785831451416016	0.25	0.1
1	23	23	2.9665071964263916	0.5	0.1
1	24	24	1.6707229614257812	0.0	0.1
1	25	25	4.700245380401611	0.25	0.1
1	26	26	3.66094708442688	0.5	0.1
1	27	27	1.6445767879486084	0.75	0.1
1	28	28	3.9974169731140137	0.5	0.1
1	29	29	1.143122911453247	0.25	0.1
1	30	30	1.910492181777954	0.25	0.1
1	31	31	2.7087349891662598	0.0	0.1
1	32	32	1.8698605298995972	0.0	0.1
1	33	33	2.6842164993286133	0.25	0.1
1	34	34	1.058153510093689	0.5	0.1
1	35	35	0.6469187140464783	0.5	0.1
1	36	36	0.5237396955490112	0.75	0.1
1	37	37	0.0581994466483593	1.0	0.1
1	38	38	4.36956787109375	0.5	0.1
1	39	39	5.39982271194458	0.25	0.1
1	40	40	1.3104228973388672	0.5	0.1
1	41	41	1.4873266220092773	0.5	0.1
1	42	42	0.6553977727890015	0.5	0.1
1	43	43	1.1624208688735962	0.5	0.1
1	44	44	2.249830484390259	0.25	0.1
1	45	45	1.9969779253005981	0.25	0.1
1	46	46	1.0840535163879395	0.75	0.1
1	47	47	1.3787482976913452	0.25	0.1
1	48	48	2.04266095161438	0.5	0.1
1	49	49	2.315054416656494	0.5	0.1
1	50	50	2.3963065147399902	0.25	0.1
1	51	51	1.471392273902893	0.75	0.1
1	52	52	1.4814136028289795	0.25	0.1
1	53	53	1.1314847469329834	0.5	0.1
1	54	54	1.4023301601409912	0.5	0.1
1	55	55	1.6347345113754272	0.25	0.1
1	56	56	1.5118675231933594	0.5	0.1
1	57	57	1.0508772134780884	0.5	0.1
1	58	58	1.1300559043884277	0.25	0.1
1	59	59	0.8425844311714172	0.75	0.1
1	60	60	1.2844769954681396	0.25	0.1
1	61	61	1.3198481798171997	0.25	0.1
1	62	62	1.272216796875	0.5	0.1
1	63	63	1.1078243255615234	0.5	0.1
1	64	64	0.8588747382164001	1.0	0.1
1	65	65	0.9520971775054932	0.5	0.1
1	66	66	0.9125679731369019	0.5	0.1
1	67	67	0.700363278388977	0.75	0.1
1	68	68	0.6727768778800964	0.75	0.1
1	69	69	0.8407368659973145	0.5	0.1
1	70	70	0.7058075070381165	0.75	0.1
1	71	71	0.5723881721496582	0.75	0.1
1	72	72	0.6341595649719238	0.75	0.1
1	73	73	0.5407894849777222	0.75	0.1
1	74	74	1.2197731733322144	0.25	0.1
1	75	75	0.45118579268455505	0.75	0.1
1	76	76	0.6608367562294006	0.5	0.1
1	77	77	2.677210569381714	0.25	0.1
1	78	78	1.0644950866699219	0.5	0.1
1	79	79	1.2993133068084717	0.25	0.1
1	80	80	1.036694884300232	0.5	0.1
1	81	81	0.7788520455360413	0.75	0.1
1	82	82	0.9604605436325073	0.5	0.1
1	83	83	1.2723969221115112	0.25	0.1
1	84	84	1.5218572616577148	0.25	0.1
1	85	85	1.3218129873275757	0.25	0.1
1	86	86	0.6818100214004517	0.75	0.1
1	87	87	0.9292067885398865	0.5	0.1
1	88	88	0.47618401050567627	1.0	0.1
1	89	89	0.6630270481109619	0.75	0.1
1	90	90	1.1636525392532349	0.5	0.1
1	91	91	0.562349796295166	0.75	0.1
1	92	92	0.8825862407684326	0.75	0.1
1	93	93	1.4670658111572266	0.25	0.1
1	94	94	0.9152924418449402	0.5	0.1
1	95	95	0.8116584420204163	0.5	0.1
1	96	96	0.7647762298583984	0.75	0.1
1	97	97	0.8729329109191895	0.5	0.1
1	98	98	1.2752563953399658	0.5	0.1
1	99	99	1.042684555053711	0.5	0.1
1	100	100	0.9114081263542175	0.5	0.1
1	101	101	0.997675895690918	0.25	0.1
1	102	102	0.6425632238388062	0.75	0.1
1	103	103	0.7873722910881042	0.5	0.1
1	104	104	0.7872402667999268	0.75	0.1
1	105	105	1.7510454654693604	0.25	0.1
1	106	106	0.7746095061302185	0.75	0.1
1	107	107	1.4106688499450684	0.25	0.1
1	108	108	1.2659724950790405	0.0	0.1
1	109	109	1.2557525634765625	0.5	0.1
1	110	110	1.1564933061599731	0.25	0.1
1	111	111	1.0924656391143799	0.5	0.1
1	112	112	0.7946019172668457	0.75	0.1
1	113	113	0.9082691669464111	0.5	0.1
1	114	114	0.9327923059463501	0.5	0.1
1	115	115	1.0728583335876465	0.5	0.1
1	116	116	0.9005162715911865	0.5	0.1
1	117	117	0.7796723246574402	0.75	0.1
1	118	118	1.2359256744384766	0.25	0.1
1	119	119	0.7653815746307373	0.75	0.1
1	120	120	0.8791508674621582	0.5	0.1
1	121	121	1.1113839149475098	0.5	0.1
