epoch	loss	acc	lr
1	0.9127628803253174	0.25	0.1
1	30.24288809299469	0.375	0.1
1	26.201987346013386	0.4166666666666667	0.1
1	27.385474503040314	0.4375	0.1
1	28.984925317764283	0.45	0.1
1	27.207323908805847	0.4583333333333333	0.1
1	26.901347194399154	0.4642857142857143	0.1
1	27.399030834436417	0.4375	0.1
1	24.46553448836009	0.4722222222222222	0.1
1	23.03654943704605	0.45	0.1
1	21.10994939370589	0.4318181818181818	0.1
1	19.413520395755768	0.4375	0.1
1	18.534521708121666	0.4423076923076923	0.1
1	17.36561950615474	0.4107142857142857	0.1
1	16.26625634431839	0.43333333333333335	0.1
1	15.311610270291567	0.4375	0.1
1	14.485304842976962	0.4264705882352941	0.1
1	13.715624988079071	0.4444444444444444	0.1
1	13.036409858026003	0.4473684210526316	0.1
1	12.779876926541329	0.45	0.1
1	12.315766553084055	0.4642857142857143	0.1
1	11.894016008485448	0.4659090909090909	0.1
1	11.408924748068271	0.4673913043478261	0.1
1	10.988617939253649	0.4583333333333333	0.1
1	10.684570343494416	0.46	0.1
1	10.371973892817131	0.46153846153846156	0.1
1	10.064599966561353	0.4537037037037037	0.1
1	9.738418892025948	0.44642857142857145	0.1
1	9.45439801750512	0.4396551724137931	0.1
1	9.17433046301206	0.44166666666666665	0.1
1	8.892710968371361	0.45161290322580644	0.1
1	8.672364031895995	0.453125	0.1
1	8.471197140939308	0.44696969696969696	0.1
1	8.256619812811122	0.4411764705882353	0.1
1	8.04921283040728	0.44285714285714284	0.1
1	7.841400800479783	0.4513888888888889	0.1
1	7.646253861285545	0.4594594594594595	0.1
1	7.470617190787666	0.4605263157894737	0.1
1	7.380138057928819	0.4551282051282051	0.1
1	7.210376520454884	0.4625	0.1
1	7.103255069837338	0.4573170731707317	0.1
1	6.97087780776478	0.4583333333333333	0.1
1	6.844924406949864	0.45348837209302323	0.1
1	6.7042989378625695	0.4602272727272727	0.1
1	6.630361448393928	0.45555555555555555	0.1
1	6.498110512028569	0.45652173913043476	0.1
1	6.374438507759825	0.4574468085106383	0.1
1	6.278872237851222	0.453125	0.1
1	6.208653032779694	0.4489795918367347	0.1
1	6.10174785733223	0.45	0.1
1	6.003265872889874	0.45098039215686275	0.1
1	5.901276884170679	0.4567307692307692	0.1
1	5.805747261587179	0.45754716981132076	0.1
1	5.732684406969282	0.46296296296296297	0.1
1	5.667269678549333	0.4681818181818182	0.1
1	5.609206563660076	0.46875	0.1
1	5.527562576427794	0.4692982456140351	0.1
1	5.452888716911447	0.46551724137931033	0.1
1	5.372942797208236	0.4703389830508475	0.1
1	5.306898248195648	0.4666666666666667	0.1
1	5.250001238994911	0.46311475409836067	0.1
1	5.181701825511071	0.4637096774193548	0.1
1	5.117515505306304	0.4642857142857143	0.1
1	5.052633473649621	0.46875	0.1
1	4.99175120317019	0.46923076923076923	0.1
1	4.93491720792019	0.4659090909090909	0.1
1	4.878321676111933	0.4626865671641791	0.1
1	4.821221550597864	0.4632352941176471	0.1
1	4.7624397856601774	0.463768115942029	0.1
1	4.717842380489622	0.4642857142857143	0.1
1	4.6720296253620734	0.4647887323943662	0.1
1	4.619853316909737	0.4652777777777778	0.1
1	4.570706131523603	0.4657534246575342	0.1
1	4.518886970507132	0.47297297297297297	0.1
1	4.4692959801356	0.4766666666666667	0.1
1	4.423443129972408	0.47368421052631576	0.1
1	4.381847054153294	0.4675324675324675	0.1
1	4.348442628597602	0.46474358974358976	0.1
1	4.305144635182392	0.4620253164556962	0.1
1	4.265364720672369	0.4625	0.1
1	4.223197012771795	0.4660493827160494	0.1
1	4.18524117295335	0.46646341463414637	0.1
1	4.150558879576534	0.463855421686747	0.1
1	4.1210516066778276	0.4583333333333333	0.1
1	4.085136194790111	0.46176470588235297	0.1
1	4.054093837738037	0.45930232558139533	0.1
1	4.02474394885973	0.45689655172413796	0.1
1	3.994958770546046	0.45454545454545453	0.1
1	3.958424198493529	0.45786516853932585	0.1
1	3.924359330866072	0.46111111111111114	0.1
1	3.901849254147037	0.45604395604395603	0.1
1	3.87254854388859	0.45652173913043476	0.1
1	3.8405415704173427	0.4543010752688172	0.1
1	3.8076573394714517	0.4574468085106383	0.1
1	3.775492103476273	0.4605263157894737	0.1
1	3.742872964590788	0.4635416666666667	0.1
1	3.728411955931752	0.46134020618556704	0.1
1	3.705216200984254	0.45918367346938777	0.1
1	3.6797721096963594	0.45707070707070707	0.1
1	3.6582988929748534	0.455	0.1
1	3.6354875092459196	0.452970297029703	0.1
1	3.6104601995617736	0.45588235294117646	0.1
1	3.5835756850474088	0.4587378640776699	0.1
1	3.5557160755762687	0.4639423076923077	0.1
1	3.53820261047	0.4595238095238095	0.1
1	3.512698375953818	0.46226415094339623	0.1
1	3.491229650016143	0.46261682242990654	0.1
1	3.467111117861889	0.46296296296296297	0.1
1	3.442757187086508	0.463302752293578	0.1
1	3.424320128289136	0.46136363636363636	0.1
1	3.4036985608908505	0.4594594594594595	0.1
1	3.381266999989748	0.45982142857142855	0.1
1	3.3608882590732745	0.4579646017699115	0.1
1	3.3365617817954014	0.46271929824561403	0.1
1	3.3128415537917095	0.4652173913043478	0.1
1	3.297369783808445	0.46551724137931033	0.1
1	3.2731193344817204	0.4700854700854701	0.1
1	3.2509512820486295	0.4724576271186441	0.1
1	3.241877241294925	0.4684873949579832	0.1
1	3.2273272415002188	0.4666666666666667	0.1
1	3.2121498702971403	0.46487603305785125	0.1
1	3.1912698994894497	0.4672131147540984	0.1
1	3.1736403815145415	0.4654471544715447	0.1
1	3.155700879231576	0.4657258064516129	0.1
1	3.1408802103996276	0.464	0.1
1	3.1229051450888314	0.4642857142857143	0.1
1	3.103423870923951	0.46653543307086615	0.1
1	3.0900489105843008	0.46484375	0.1
1	3.071371861206469	0.46705426356589147	0.1
1	3.05295963379053	0.46923076923076923	0.1
1	3.0345717923331805	0.4713740458015267	0.1
1	3.016261472394972	0.4734848484848485	0.1
1	3.0011391527670668	0.47368421052631576	0.1
1	2.9867345757448853	0.47388059701492535	0.1
1	2.975405772968575	0.4722222222222222	0.1
1	2.9682568368666313	0.4724264705882353	0.1
1	2.9511741974057943	0.4744525547445255	0.1
1	2.9372373517008796	0.47282608695652173	0.1
1	2.9208854496907843	0.4766187050359712	0.1
1	2.91321935909135	0.475	0.1
1	2.9015139222990536	0.475177304964539	0.1
1	2.8871475307034773	0.4753521126760563	0.1
1	2.8729326750015045	0.4772727272727273	0.1
1	2.86386432333125	0.4756944444444444	0.1
1	2.8521626571129106	0.47413793103448276	0.1
1	2.840252784833516	0.4743150684931507	0.1
1	2.8293707208568546	0.47278911564625853	0.1
1	2.8167150197802364	0.47128378378378377	0.1
1	2.803330016616207	0.4714765100671141	0.1
1	2.789317959944407	0.4716666666666667	0.1
1	2.7776393550910696	0.4718543046357616	0.1
1	2.763102042439737	0.4753289473684211	0.1
1	2.7491254116974626	0.47875816993464054	0.1
1	2.7375064178720696	0.4805194805194805	0.1
1	2.723329829785132	0.482258064516129	0.1
1	2.7230269950933947	0.4807692307692308	0.1
1	2.7093912025166165	0.482484076433121	0.1
1	2.6995700880696503	0.4825949367088608	0.1
1	2.6874491572380066	0.4827044025157233	0.1
1	2.6817835580557583	0.48125	0.1
1	2.669592537124705	0.4829192546583851	0.1
1	2.6609955912019	0.48302469135802467	0.1
1	2.654353697972795	0.4815950920245399	0.1
1	2.645967137886257	0.4801829268292683	0.1
1	2.6358566974148605	0.4803030303030303	0.1
1	2.624252931899335	0.4819277108433735	0.1
1	2.616794759641864	0.4805389221556886	0.1
1	2.6091221003305343	0.4806547619047619	0.1
1	2.6010771714724026	0.47781065088757396	0.1
1	2.5926604313008927	0.4764705882352941	0.1
1	2.583654913985938	0.4766081871345029	0.1
1	2.573253020297649	0.47674418604651164	0.1
1	2.5618343118987332	0.47832369942196534	0.1
1	2.550393453959761	0.47988505747126436	0.1
1	2.5479359000069755	0.4785714285714286	0.1
1	2.538004680113359	0.4772727272727273	0.1
1	2.5268557923661787	0.4788135593220339	0.1
1	2.5167153025611064	0.4789325842696629	0.1
1	2.5061515876034783	0.48044692737430167	0.1
1	2.4958109786113103	0.48055555555555557	0.1
1	2.485725392623501	0.47928176795580113	0.1
1	2.475703400569958	0.47802197802197804	0.1
1	2.4694701752376034	0.4781420765027322	0.1
1	2.4628322565037273	0.4782608695652174	0.1
1	2.4585020819225827	0.47702702702702704	0.1
1	2.4487794737021127	0.4771505376344086	0.1
1	2.4419905913067375	0.4786096256684492	0.1
1	2.4350988208613495	0.4787234042553192	0.1
1	2.4273512886945534	0.4775132275132275	0.1
1	2.423062359031878	0.4763157894736842	0.1
