epoch	batch	iter	loss	acc	lr
151	1	30601	0.7567586898803711	0.75	0.0010000000000000002
151	2	30602	0.8457996845245361	0.5	0.0010000000000000002
151	3	30603	1.1039587259292603	0.5	0.0010000000000000002
151	4	30604	1.1928857564926147	0.25	0.0010000000000000002
151	5	30605	0.8456960916519165	0.5	0.0010000000000000002
151	6	30606	1.451034665107727	0.25	0.0010000000000000002
151	7	30607	1.4508039951324463	0.25	0.0010000000000000002
151	8	30608	1.1039029359817505	0.5	0.0010000000000000002
151	9	30609	0.9340441226959229	0.25	0.0010000000000000002
151	10	30610	1.4497292041778564	0.25	0.0010000000000000002
151	11	30611	1.4492815732955933	0.25	0.0010000000000000002
151	12	30612	0.9335005283355713	0.25	0.0010000000000000002
151	13	30613	0.7588279247283936	0.75	0.0010000000000000002
151	14	30614	1.1905028820037842	0.25	0.0010000000000000002
151	15	30615	0.7592809796333313	0.75	0.0010000000000000002
151	16	30616	1.1034830808639526	0.5	0.0010000000000000002
151	17	30617	0.932607889175415	0.25	0.0010000000000000002
151	18	30618	0.7596662640571594	0.75	0.0010000000000000002
151	19	30619	0.845971941947937	0.5	0.0010000000000000002
151	20	30620	1.1035499572753906	0.5	0.0010000000000000002
151	21	30621	0.7597938776016235	0.75	0.0010000000000000002
151	22	30622	1.103581190109253	0.5	0.0010000000000000002
151	23	30623	0.8458927869796753	0.5	0.0010000000000000002
151	24	30624	0.8458725214004517	0.5	0.0010000000000000002
151	25	30625	0.845820426940918	0.5	0.0010000000000000002
151	26	30626	0.8457428216934204	0.5	0.0010000000000000002
151	27	30627	1.1037876605987549	0.5	0.0010000000000000002
151	28	30628	0.845598042011261	0.5	0.0010000000000000002
151	29	30629	1.1898025274276733	0.25	0.0010000000000000002
151	30	30630	1.1039414405822754	0.5	0.0010000000000000002
151	31	30631	0.9310921430587769	0.25	0.0010000000000000002
151	32	30632	0.7599407434463501	0.75	0.0010000000000000002
151	33	30633	0.8452810049057007	0.5	0.0010000000000000002
151	34	30634	0.8451899290084839	0.5	0.0010000000000000002
151	35	30635	1.1042475700378418	0.5	0.0010000000000000002
151	36	30636	0.760059118270874	0.75	0.0010000000000000002
151	37	30637	0.7599929571151733	0.75	0.0010000000000000002
151	38	30638	1.1043757200241089	0.5	0.0010000000000000002
151	39	30639	0.9301618933677673	0.25	0.0010000000000000002
151	40	30640	0.7597514390945435	0.75	0.0010000000000000002
151	41	30641	1.1896559000015259	0.25	0.0010000000000000002
151	42	30642	0.8447843790054321	0.5	0.0010000000000000002
151	43	30643	1.4494712352752686	0.25	0.0010000000000000002
151	44	30644	0.929588794708252	0.25	0.0010000000000000002
151	45	30645	1.1046340465545654	0.5	0.0010000000000000002
151	46	30646	0.8446167707443237	0.5	0.0010000000000000002
151	47	30647	0.8445618152618408	0.5	0.0010000000000000002
151	48	30648	1.449104905128479	0.25	0.0010000000000000002
151	49	30649	1.1047391891479492	0.5	0.0010000000000000002
151	50	30650	1.104703664779663	0.5	0.0010000000000000002
151	51	30651	0.7608401775360107	0.75	0.0010000000000000002
151	52	30652	0.7608506083488464	0.75	0.0010000000000000002
151	53	30653	0.8446470499038696	0.5	0.0010000000000000002
151	54	30654	0.7607091069221497	0.75	0.0010000000000000002
151	55	30655	0.7605718374252319	0.75	0.0010000000000000002
151	56	30656	0.844637393951416	0.5	0.0010000000000000002
151	57	30657	1.1046559810638428	0.5	0.0010000000000000002
151	58	30658	0.9291090369224548	0.25	0.0010000000000000002
151	59	30659	0.8445339202880859	0.5	0.0010000000000000002
151	60	30660	0.8444429636001587	0.5	0.0010000000000000002
151	61	30661	1.4497114419937134	0.25	0.0010000000000000002
151	62	30662	1.1890408992767334	0.25	0.0010000000000000002
151	63	30663	0.760355532169342	0.75	0.0010000000000000002
151	64	30664	1.1049396991729736	0.5	0.0010000000000000002
151	65	30665	1.1887550354003906	0.25	0.0010000000000000002
151	66	30666	1.1049072742462158	0.5	0.0010000000000000002
151	67	30667	1.1048672199249268	0.5	0.0010000000000000002
151	68	30668	1.1048071384429932	0.5	0.0010000000000000002
151	69	30669	0.8444688320159912	0.5	0.0010000000000000002
151	70	30670	0.8444980382919312	0.5	0.0010000000000000002
151	71	30671	1.1047086715698242	0.5	0.0010000000000000002
